"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Pricing","Sub_Title","Description","Summary","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Price","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Amenities","Service_options","Payments","Offerings","Recycling","From_the_business","Crowd","Planning"
"620","trending clothing business shops in Delhi","OGAAN - Khan Market  New Delhi","Shop No. 77  Middle Lane Khan Market  New Delhi  Delhi 110021","Shop No. 77  Middle Lane Khan Market","New Delhi","110021","New Delhi  Delhi 110021","Delhi","IN","Asia/Calcutta"," ","ओगान"," "," ","01141757220","011 4175 7220",,,"http://www.ogaan.com/","ogaan.com","Clothing store","Women's clothing store","Yes","48","3.9"," ","open","Wednesday, 11 am-8 pm; Thursday, 11 am-8 pm; Friday, 11 am-8 pm; Saturday, 11 am-8 pm; Sunday, 11 am-8 pm; Monday, 11 am-8 pm; Tuesday, 11 am-8 pm; ","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","Lat 28.6004534","Lng 77.2275306","28.6004534,77.2275306","7JWVJ62H+52J","ChIJX7yIN-jiDDkRjEsQQSNa2Ac"," ","https://www.google.com/maps/place/?q=place_id:ChIJX7yIN-jiDDkRjEsQQSNa2Ac","565300860696939404","https://www.google.com/search?kgmid=/g/11b6d07lz0","/g/11b6d07lz0","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDE_f7dEw","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.ogaan.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJX7yIN-jiDDkRjEsQQSNa2Ac&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/ogaan"," "," ","https://www.instagram.com/ogaanindia/",,"Ogaan.com is India's best one-stop destination that provides premium-class luxury fashion designer wear for Women, Men & Kids apparel, Jewellery & Accessories with Worldwide Shipping to USA, Middle East, UK, Australia & More Countries.","online indian fashion store, online indian clothes shopping sites, online indian shopping store, best luxury online shopping sites, online fashion shopping in india, best online shopping sites in india, online shopping sites for women, online apparel store, online fashion store, online clothing stores, luxury fashion store, luxury fashion store for women, women clothing stores, online shopping for women, luxury online shopping, fashion clothing, buy fashion clothing online, best online indian clothing stores, online clothing shopping sites in india, best online indian clothing store, indian fashion clothes, apparel for women, designer jewelry, online jewelry stores, luxury jewelry, indian designer clothing, fashion designer clothing, womens clothing online, indian designer, top indian clothing websites, best online clothing stores india, best designer clothing website, USA, middle east, UAE, Australia, Canada, UK, Kuwait, Qatar, Saudi Arabia, Singapore, ogaan online shopping store","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIywQoFg",,,"Delivery | On-site services","Credit cards | Debit cards | NFC mobile payments | Credit cards","Women's clothing",,,,"Quick visit"
"621","trending clothing business shops in Delhi","Trendy Pehnawah","7-D  near Aditya dhaba  A 7  Humayunpur  Safdarjung Enclave  New Delhi  Delhi 110029","7-D","New Delhi","110029","near Aditya dhaba","Delhi","IN","Asia/Calcutta"," ","ट्रेंडी पहनवाह"," "," ","09971532267","099715 32267"," "," ",,,"Clothing store","Men's clothing store","Yes","0","0"," ","open","Wednesday, 10 am-10 pm; Thursday, 10 am-10 pm; Friday, 10 am-10 pm; Saturday, 10 am-10 pm; Sunday, 10 am-10 pm; Monday, 10 am-10 pm; Tuesday, 10 am-10 pm; ","10 am-10 pm","10 am-10 pm","10 am-10 pm","10 am-10 pm","10 am-10 pm","10 am-10 pm","10 am-10 pm","Lat 28.5626446","Lng 77.1968831","28.5626446,77.1968831","7JWVH57W+3Q2","ChIJWYSwpWXjDDkRvXoZrOWv_0U"," ","https://www.google.com/maps/place/?q=place_id:ChIJWYSwpWXjDDkRvXoZrOWv_0U","5043943508647967421","https://www.google.com/search?kgmid=/g/11sh7dgg86","/g/11sh7dgg86","https://lh5.googleusercontent.com/p/AF1QipPzAA25oQ93fj41x4dL2NwJC9_LazS-obnnT2qQ"," "," "," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcI8QQoFw",,"Wi-Fi | Wi-Fi","Delivery | In-store shopping","Cash only | Google Pay","Men's clothing",,,"LGBTQ+ friendly","Quick visit"
"622","trending clothing business shops in Delhi","Aneeri","K1/135  CR Park Main Rd  Block K 1  Chittaranjan Park  New Delhi  Delhi 110019","K1/135  CR Park Main Rd","New Delhi","110019","New Delhi  Delhi 110019","Delhi","IN","Asia/Calcutta"," ","अनीरी"," "," ","09810360090","098103 60090"," "," ",,,"Clothing store"," ","Yes","4","4.8"," ","open","Wednesday, 10:30 am-8 pm; Thursday, 10:30 am-8 pm; Friday, 10:30 am-8 pm; Saturday, 10:30 am-8 pm; Sunday, 10:30 am-8 pm; Monday, 10:30 am-8 pm; Tuesday, 10:30 am-8 pm; ","10:30 am-8 pm","10:30 am-8 pm","10:30 am-8 pm","10:30 am-8 pm","10:30 am-8 pm","10:30 am-8 pm","10:30 am-8 pm","Lat 28.541285","Lng 77.2482856","28.541285,77.2482856","7JWVG6RX+G87","ChIJUZKEyM3jDDkR2WILcAqVFgs"," ","https://www.google.com/maps/place/?q=place_id:ChIJUZKEyM3jDDkR2WILcAqVFgs","798989855966847705","https://www.google.com/search?kgmid=/g/11f79xzs3y","/g/11f79xzs3y","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICSoJDm9gE"," ","https://search.google.com/local/reviews?placeid=ChIJUZKEyM3jDDkR2WILcAqVFgs&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcImgUoGA",,,,"Credit cards | Debit cards | NFC mobile payments | Credit cards",,,,,"Quick visit"
"623","trending clothing business shops in Delhi","Clothes & I","Y  22  Green Park Main  Block W  Green Park Extension  Green Park  New Delhi  Delhi 110016","Y","New Delhi","110016","22","Delhi","IN","Asia/Calcutta"," ","क्लोथ्स & आई"," "," ","09811007962","098110 07962",,,"https://clothesandi.com/","clothesandi.com","Boutique"," ","Yes","0","0"," ","open","Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, Open 24 hours; Tuesday, Open 24 hours; ","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Lat 28.559600399999997","Lng 77.2014657","28.559600399999997,77.2014657","7JWVH652+RHW","ChIJjRR7_sPjDDkRR0zt8BeXOhA"," ","https://www.google.com/maps/place/?q=place_id:ChIJjRR7_sPjDDkRR0zt8BeXOhA","1169413182338190407","https://www.google.com/search?kgmid=/g/11vwc96hgp","/g/11vwc96hgp","https://lh5.googleusercontent.com/p/wGJz365FLNYkvyNSjA24og","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://clothesandi.com/&size=48"," ","https://www.facebook.com/clothesandistore"," "," ","https://www.instagram.com/clothesandi.in/?igshid=NTc4MTIwNjQ2YQ%3D%3D",,"Discover our meticulously curated collection of stylish apparel, designed to elevate your wardrobe with timeless elegance. From chic casual wear to stunning evening shirts, every piece is crafted with the finest materials and exquisite attention to detail. Embrace your unique style with our versatile range of clothing.",,"0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcIwgUoGQ",,,"Delivery","NFC mobile payments",,,,,"Quick visit"
"624","trending clothing business shops in Delhi","ENSEMBLE  Khan Market  Delhi","Khan Market  Rabindra Nagar  New Delhi  Delhi 110003","Khan Market","New Delhi","110003","New Delhi  Delhi 110003","Delhi","IN","Asia/Calcutta"," "," "," "," ","01149123225","011 4912 3225"," "," ",,,"Clothing store"," ","Yes","36","4.2"," ","open","Wednesday, 10:30 am-7 pm; Thursday, 10:30 am-7 pm; Friday, 10:30 am-7 pm; Saturday, 10:30 am-7 pm; Sunday, 10:30 am-7 pm; Monday, 10:30 am-7 pm; Tuesday, 10:30 am-7 pm; ","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","Lat 28.5999356","Lng 77.2270638","28.5999356,77.2270638","7JWVH6XG+XRG","ChIJA1GBOOjiDDkRRrQVDbx8cFU"," ","https://www.google.com/maps/place/?q=place_id:ChIJA1GBOOjiDDkRRrQVDbx8cFU","6156557837730690118","https://www.google.com/search?kgmid=/g/11g9f23w52","/g/11g9f23w52","https://lh5.googleusercontent.com/p/AF1QipNsrKcykNfDXojv0ODyzw0rSDajFudMSAwsA98"," ","https://search.google.com/local/reviews?placeid=ChIJA1GBOOjiDDkRRrQVDbx8cFU&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwj10qqQ3tKOAxX93jgGHeN-DAkQ8BcI6gUoGg",,,,"Cheques | Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards",,,"Identifies as women-owned",,"Quick visit"
"625","trending clothing business shops in Delhi","Mia Bella By Komal","Ground Floor  M-24  Greater Kailash-1  M Block  Greater Kailash I  Greater Kailash  New Delhi  Delhi 110048","Ground Floor","New Delhi","110048","M-24","Delhi","IN","Asia/Calcutta"," ","मिया बैला बाई कोमल"," "," ","09891900639","098919 00639"," "," ",,,"Women's clothing store"," ","Yes","89","4.8"," ","open","Wednesday, 11:30 am-8 pm; Thursday, 11:30 am-8 pm; Friday, 11:30 am-8 pm; Saturday, 11:30 am-8 pm; Sunday, 11:30 am-8 pm; Monday, 11:30 am-8 pm; Tuesday, Closed; ","11:30 am-8 pm","11:30 am-8 pm","11:30 am-8 pm","Closed","11:30 am-8 pm","11:30 am-8 pm","11:30 am-8 pm","Lat 28.5491066","Lng 77.2349732","28.5491066,77.2349732","7JWVG6XM+JXX","ChIJXw1JUADlDDkRsKFxVD0OeOE"," ","https://www.google.com/maps/place/?q=place_id:ChIJXw1JUADlDDkRsKFxVD0OeOE","16246751312311591344","https://www.google.com/search?kgmid=/g/11ldmr3l07","/g/11ldmr3l07","https://lh5.googleusercontent.com/p/AF1QipPZfytxVTLxle00to0qvZpawZbAzlMKCQv6D8HM"," ","https://search.google.com/local/reviews?placeid=ChIJXw1JUADlDDkRsKFxVD0OeOE&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIDCgH",,,"Delivery","NFC mobile payments","Women's clothing",,,,"Quick visit"
"626","trending clothing business shops in Delhi","LACQUER EMBASSY","5 ground floor  Back Ln  Hauz Khas Village  Deer Park  Hauz Khas  New Delhi  Delhi 110016","5 ground floor","New Delhi","110016","Back Ln","Delhi","IN","Asia/Calcutta"," ","लैकर एम्बेसी"," "," ","01145048777","011 4504 8777",,,"http://www.lacquerembassy.com/","lacquerembassy.com","Men's clothing store","Custom tailor","Yes","172","4.6"," ","open","Wednesday, 10:30 am-7 pm; Thursday, 10:30 am-7 pm; Friday, 10:30 am-7 pm; Saturday, 10:30 am-7 pm; Sunday, Closed; Monday, 10:30 am-7 pm; Tuesday, 10:30 am-7 pm; ","10:30 am-7 pm","Closed","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","10:30 am-7 pm","Lat 28.554536799999997","Lng 77.1944922","28.554536799999997,77.1944922","7JWVH53V+RQ9","ChIJDSu_cQ3iDDkRZEOkR4lp6vI"," ","https://www.google.com/maps/place/?q=place_id:ChIJDSu_cQ3iDDkRZEOkR4lp6vI","17503918940062237540","https://www.google.com/search?kgmid=/g/11b77f6cpk","/g/11b77f6cpk","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICRxPLzxQE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.lacquerembassy.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJDSu_cQ3iDDkRZEOkR4lp6vI&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/lacquerembassy"," "," ","https://www.instagram.com/lacquerembassy/",,"Lacquer Embassy combines classic influences with modern culture, focusing heavily on attention to detail and minimalist silhouettes.",,"0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcINSgI",,,"Delivery | In-store pick-up | On-site services","Cash only | Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Men's clothing",,,,"Quick visit"
"627","trending clothing business shops in Delhi","fashion making","G BLOCK  G  78  Greater Kailash Part 3  Masjid Moth  Greater Kailash  New Delhi  Delhi 110048","G BLOCK  G","New Delhi","110048","78","Delhi","IN","Asia/Calcutta"," "," "," "," "," ",," "," ",,,"Clothes market","Batik clothing store","Yes","0","0"," ","open","Wednesday, 8:30 am-10:30 pm; Thursday, 8:30 am-10:30 pm; Friday, 8:30 am-10:30 pm; Saturday, 8:30 am-10:30 pm; Sunday, Closed; Monday, 8:30 am-10:30 pm; Tuesday, 8:30 am-10:30 pm; ","8:30 am-10:30 pm","Closed","8:30 am-10:30 pm","8:30 am-10:30 pm","8:30 am-10:30 pm","8:30 am-10:30 pm","8:30 am-10:30 pm","Lat 28.5388214","Lng 77.235688","28.5388214,77.235688","7JWVG6QP+G7G","ChIJESIj5hDjDDkRkh5p-oLZKc4"," ","https://www.google.com/maps/place/?q=place_id:ChIJESIj5hDjDDkRkh5p-oLZKc4","14855644002428460690","https://www.google.com/search?kgmid=/g/11xgkn1m6y","/g/11xgkn1m6y","https://lh5.googleusercontent.com/p/AF1QipNph7m5SHXx8noX7ywCk4LAAUgaOLTmUcPz_rzf"," "," "," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIXygJ",,,,,,,,,
"628","trending clothing business shops in Delhi","KUSVAA","Ground Floor  N Block Market  N-8  Hansraj Gupta Rd  N Block  Greater Kailash I  New Delhi  Delhi 110048","Ground Floor","New Delhi","110048","N Block Market","Delhi","IN","Asia/Calcutta"," ","कुसवा"," "," ","01135696986","011 3569 6986",,"care@kusvaa.com","https://www.kusvaa.com/","kusvaa.com","Clothing store","Clothing Accessories Store","Yes","90","4.7"," ","open","Wednesday, 10 am-9 pm; Thursday, 10 am-9 pm; Friday, 10 am-9 pm; Saturday, 10 am-9 pm; Sunday, 10 am-9 pm; Monday, 10 am-9 pm; Tuesday, 10 am-9 pm; ","10 am-9 pm","10 am-9 pm","10 am-9 pm","10 am-9 pm","10 am-9 pm","10 am-9 pm","10 am-9 pm","Lat 28.556737499999997","Lng 77.23340429999999","28.556737499999997,77.23340429999999","7JWVH64M+M9R","ChIJr8iEijDjDDkRtFghNQZUh5I"," ","https://www.google.com/maps/place/?q=place_id:ChIJr8iEijDjDDkRtFghNQZUh5I","10558500237031332020","https://www.google.com/search?kgmid=/g/11sx6xwtw2","/g/11sx6xwtw2","https://lh5.googleusercontent.com/p/AF1QipPV5eVOA3M0nEd5H-S58iY4JlywioOvguH4temx","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.kusvaa.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJr8iEijDjDDkRtFghNQZUh5I&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/BrandKusvaa/","https://www.linkedin.com/company/brandkusvaa/"," ","https://www.instagram.com/brandkusvaa/","https://www.youtube.com/@Brandkusvaa?sub_confirmation=1","Online shopping for women on KUSVAA brings together Indian elements with global sensibilities in Women Wear, Accessories, Home & Linen, Kids Wear & Men Wear.","online shopping for women","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIgQEoCg",,,"Delivery","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards","Women's clothing",,"Identifies as women-owned",,"Quick visit"
"629","trending clothing business shops in Delhi","Sarab Khanijou","M-24  Greater Kailash-1  M Block  Greater Kailash I  Greater Kailash  New Delhi  Delhi 110048","M-24","New Delhi","110048","New Delhi  Delhi 110048","Delhi","IN","Asia/Calcutta"," ","सरब खनिजोउ"," "," ","01140612779","011 4061 2779",,"info@sarabkhanijou.com | teamsarabkhanijou@gmail.com","https://sarabkhanijou.com/?srsltid=AfmBOorBlZabsBoiDmvrQFkEz6HHoCTsaOcz-g22Qs6E4nhfWiCLI49V","sarabkhanijou.com","Men's clothing store","Designer Clothing Store","Yes","136","4.3"," ","open","Wednesday, 11 am-8:30 pm; Thursday, 11 am-8:30 pm; Friday, 11 am-8:30 pm; Saturday, 11 am-8:30 pm; Sunday, 11 am-8:30 pm; Monday, 11 am-8:30 pm; Tuesday, 11 am-8:30 pm; ","11 am-8:30 pm","11 am-8:30 pm","11 am-8:30 pm","11 am-8:30 pm","11 am-8:30 pm","11 am-8:30 pm","11 am-8:30 pm","Lat 28.549097399999997","Lng 77.2349954","28.549097399999997,77.2349954","7JWVG6XM+JXQ","ChIJPxOR2zPiDDkRuYTPHv9uY4U"," ","https://www.google.com/maps/place/?q=place_id:ChIJPxOR2zPiDDkRuYTPHv9uY4U","9611648071751402681","https://www.google.com/search?kgmid=/g/11cm0nngw1","/g/11cm0nngw1","https://lh5.googleusercontent.com/p/nMwyA9CTHcUAAAQvOe4h4w","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://sarabkhanijou.com/?srsltid=AfmBOorBlZabsBoiDmvrQFkEz6HHoCTsaOcz-g22Qs6E4nhfWiCLI49V&size=48","https://search.google.com/local/reviews?placeid=ChIJPxOR2zPiDDkRuYTPHv9uY4U&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/sarabkhanijoumenswear/"," "," ","https://www.instagram.com/sarabkhanijouofficial/",,"Buy Designer Tuxedo, Jacket Set, Coat Set, Indowestern, Sherwani, Kurta Sets, Open Bandhgala Set & many more for Men from Sarab Khanijou",,"0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIrQEoCw",,,"Delivery","Cash only | Credit cards | Debit cards | Google Pay","Men's clothing",,,,"Quick visit"
"630","trending clothing business shops in Delhi","Ole Couture","5B  dada jaungi lane  Shahpur Jat  Siri Fort  New Delhi  Delhi 110049","5B  dada jaungi lane","New Delhi","110049","New Delhi  Delhi 110049","Delhi","IN","Asia/Calcutta"," ","ओले कॉचर"," "," "," ",," "," ",,,"Women's clothing store"," ","Yes","32","4.1"," ","open","Wednesday, 10 am-8 pm; Thursday, 10 am-8 pm; Friday, 10 am-8 pm; Saturday, 10 am-8 pm; Sunday, 10 am-8 pm; Monday, 10 am-8 pm; Tuesday, 10 am-8 pm; ","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","Lat 28.549056","Lng 77.21380479999999","28.549056,77.21380479999999","7JWVG6X7+JGF","ChIJ19YM2cjjDDkRXf2fjVwoYkY"," ","https://www.google.com/maps/place/?q=place_id:ChIJ19YM2cjjDDkRXf2fjVwoYkY","5071660508350774621","https://www.google.com/search?kgmid=/g/11gqnsz15f","/g/11gqnsz15f","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC49fXyCA"," ","https://search.google.com/local/reviews?placeid=ChIJ19YM2cjjDDkRXf2fjVwoYkY&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcI1gEoDA",,,"Delivery","Credit cards | Debit cards | NFC mobile payments","Women's clothing",,,,
"631","trending clothing business shops in Delhi","Bombay fashion boutique","Yusuf sarai  Mandir Wali Gali  New Delhi  Delhi 110016","Yusuf sarai","New Delhi","110016","New Delhi  Delhi 110016","Delhi","IN","Asia/Calcutta"," ","बॉम्बे फैशन बोटिके"," "," ","08010123221","080101 23221",,,"https://bombayfasionboutique.nowfloats.com/","nowfloats.com","Designer Clothing Store"," ","Yes","8","4.8"," ","open"," ",,,,,,,,"Lat 28.5570816","Lng 77.2025803","28.5570816,77.2025803","7JWVH643+R2P","ChIJcyyNGLTjDDkRwWgwzzvq4Vo"," ","https://www.google.com/maps/place/?q=place_id:ChIJcyyNGLTjDDkRwWgwzzvq4Vo","6548772875773438145","https://www.google.com/search?kgmid=/g/11rqsrnfd_","/g/11rqsrnfd_","https://lh5.googleusercontent.com/p/AF1QipOVZkiTDJ36MX939Meu38tgveuKjksnFipdVoV5","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://bombayfasionboutique.nowfloats.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJcyyNGLTjDDkRwWgwzzvq4Vo&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcI-QEoDQ",,,,,,,,,"Quick visit"
"632","trending clothing business shops in Delhi","Lords Wear Private Limited","K-62 Basement  near The Souled Store  Central Market  Lajpat Nagar II  Lajpat Nagar  New Delhi  Delhi 110024","K-62 Basement","New Delhi","110024","near The Souled Store","Delhi","IN","Asia/Calcutta"," ","लॉर्ड्स वेयर प्राइवेट लिमिटेड"," "," ","01145550777","011 4555 0777",,,"http://www.lordsindia.com/","lordsindia.com","Clothing manufacturer","Uniform store","Yes","139","3.8"," ","open","Wednesday, 10 am-7:30 pm; Thursday, 10 am-7:30 pm; Friday, 10 am-7:30 pm; Saturday, 10 am-7:30 pm; Sunday, Closed; Monday, 10 am-7:30 pm; Tuesday, 10 am-7:30 pm; ","10 am-7:30 pm","Closed","10 am-7:30 pm","10 am-7:30 pm","10 am-7:30 pm","10 am-7:30 pm","10 am-7:30 pm","Lat 28.5683015","Lng 77.2451705","28.5683015,77.2451705","7JWVH69W+83F","ChIJf4oGDbLjDDkRvIM-z-Aq6nU"," ","https://www.google.com/maps/place/?q=place_id:ChIJf4oGDbLjDDkRvIM-z-Aq6nU","8496650792025883580","https://www.google.com/search?kgmid=/g/11b8y8v3qr","/g/11b8y8v3qr","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDqtaHsmAE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.lordsindia.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJf4oGDbLjDDkRvIM-z-Aq6nU&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/lordswearpvtltd"," ","https://twitter.com/LordsIndia",,"https://www.youtube.com/lordsindia",,,"0ahUKEwi-5bWZ3tKOAxU-jGMGHavmJZUQ8BcIlgIoDg","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,"Credit cards | Debit cards | Credit cards",,,"Identifies as women-owned",,
