"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Sub_Title","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Offerings","Service_options","Planning","From_the_business","Amenities","Crowd"
"743","Schools in lucknow","Skylark World School","Sector 8  Vrindavan Colony  Lucknow  Uttar Pradesh 226029","Sector 8  Vrindavan Colony","Lucknow","226029","Lucknow  Uttar Pradesh 226029","Uttar Pradesh","IN","Asia/Calcutta","स्काइलार्क वर्ल्ड विद्यालय","06389201901","063892 01901","+916389201901","enquiry@skylarkworldschool.com","https://www.skylarkworldschool.com/","skylarkworldschool.com","CBSE School"," ","Yes","0","0","open","Wednesday, 8 am-4 pm; Thursday, 8 am-4 pm; Friday, 8 am-4 pm; Saturday, 8 am-4 pm; Sunday, 9:30 am-3 pm; Monday, 8 am-4 pm; Tuesday, 8 am-4 pm; ","8 am-4 pm","9:30 am-3 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","Lat 26.7771202","Lng 80.9645055","26.7771202,80.9645055","7MR2QXG7+RRR","ChIJ2_x1Bdj7mzkRq59JqFc5tvE"," ","https://www.google.com/maps/place/?q=place_id:ChIJ2_x1Bdj7mzkRq59JqFc5tvE","17417171657550307243","https://www.google.com/search?kgmid=/g/11ffv4h9k7","/g/11ffv4h9k7","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICkuc_EzAE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.skylarkworldschool.com/&size=48"," ","https://www.facebook.com/skylarkworldschool/"," "," ","https://www.instagram.com/skylarkworldschool/?igshid=zmc114xpsl5s","https://www.youtube.com/@skylarkworldschool","Best CBSE School in Lucknow , Best CBSE School in Vrindavan yojana Lucknow , Best School near me ,Best Co Curricular activities school in Vrindavan yojana ","Best CBSE School in Lucknow , Best CBSE School in Vrindavan yojana Lucknow , Best School near me ,Best Co Curricular activities school in Vrindavan yojana , Top 10 Schools in Lucknow","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIwAUoGA","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet","Affiliated with CBSE ",,,,"Gender-neutral toilets","LGBTQ+ friendly"
"744","Schools in lucknow","Rani Laxmi Bai Memorial School","Vaibhav Bazar  Liberty Colony Park  Sarvodaya Nagar  Indira Nagar  Lucknow  Uttar Pradesh 226016","Vaibhav Bazar  Liberty Colony Park  Sarvodaya Nagar  Indira Nagar","Lucknow","226016","Lucknow  Uttar Pradesh 226016","Uttar Pradesh","IN","Asia/Calcutta","रानी लक्ष्मीबाई मेमोरियल स्कूल","05222310700","0522 231 0700",,"rlbsarvodaya@gmail.com","http://rlbsngr.org/","rlbsngr.org","CBSE School"," ","Yes","0","0","open","Wednesday, 9 am-4 pm; Thursday, 9 am-4 pm; Friday, 9 am-4 pm; Saturday, 9 am-4 pm; Sunday, Closed; Monday, 9 am-4 pm; Tuesday, 9 am-4 pm; ","9 am-4 pm","Closed","9 am-4 pm","9 am-4 pm","9 am-4 pm","9 am-4 pm","9 am-4 pm","Lat 26.881065","Lng 80.96829199999999","26.881065,80.96829199999999","7MR2VXJ9+C8F","ChIJTZtaal_9mzkRqNxsuvkFgpQ"," ","https://www.google.com/maps/place/?q=place_id:ChIJTZtaal_9mzkRqNxsuvkFgpQ","10701122234718411944","https://www.google.com/search?kgmid=/g/11bxfz4c8n","/g/11bxfz4c8n","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICyq8KJJA","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://rlbsngr.org/&size=48"," "," "," "," ",,,,,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcI5QUoGQ","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"745","Schools in lucknow","St. Teresa’s Day School & College","MODEL HOUSE AREA  109/4  Tarak Mukherji Rd  Aminabad  Lucknow  Uttar Pradesh 226001","MODEL HOUSE AREA","Lucknow","226001","109/4  Tarak Mukherji Rd","Uttar Pradesh","IN","Asia/Calcutta","सेंट टेरेसा डे स्कूल एवं कॉलेज","05224070114","0522 407 0114",,,"http://www.stteresasschools.com/","stteresasschools.com","General education school"," ","Yes","0","0","open","Wednesday, 7 am-3 pm; Thursday, 7 am-3 pm; Friday, 7 am-3 pm; Saturday, 7 am-3 pm; Sunday, Closed; Monday, 7 am-3 pm; Tuesday, 7 am-3 pm; ","7 am-3 pm","Closed","7 am-3 pm","7 am-3 pm","7 am-3 pm","7 am-3 pm","7 am-3 pm","Lat 26.8454122","Lng 80.9300585","26.8454122,80.9300585","7MR2RWWJ+527","ChIJq3cvarD9mzkR6LL_7QUhm6M"," ","https://www.google.com/maps/place/?q=place_id:ChIJq3cvarD9mzkR6LL_7QUhm6M","11789052758923916008","https://www.google.com/search?kgmid=/g/1tt1fmx6","/g/1tt1fmx6","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID464XLkwE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.stteresasschools.com/&size=48"," "," "," "," ",,,"Best School in Lucknow: St. Teresa's Day School and College was established under Article 29, 30 of the Constitution of India. It is the oldest post independent Anglo Indian School established July 1968 by Hubert and Inez Fanthome.",,"0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcICygG","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CISCE ",,,,,
"746","Schools in lucknow","K.R. Mangalam World School | Best CBSE School in Lucknow","near Rajani Khand  Ratan Khand  Ruchi Khand 1  Sharda Nagar  Lucknow  Uttar Pradesh 226009","near Rajani Khand","Lucknow","226009","Lucknow  Uttar Pradesh 226009","Uttar Pradesh","IN","Asia/Calcutta","के आर मंगलम वर्ल्ड स्कूल","08800028284","088000 28284","+918800028284 | +918800028283","admission@krmangalamlucknow.com | info@krmangalamlucknow.com","https://krmangalamlucknow.com/","krmangalamlucknow.com","Secondary school"," ","Yes","0","0","open","Wednesday, 8 am-3:30 pm; Thursday, 8 am-3:30 pm; Friday, 8 am-3:30 pm; Saturday, 8 am-3:30 pm; Sunday, Closed; Monday, 8 am-3:30 pm; Tuesday, 8 am-3:30 pm; ","8 am-3:30 pm","Closed","8 am-3:30 pm","8 am-3:30 pm","8 am-3:30 pm","8 am-3:30 pm","8 am-3:30 pm","Lat 26.7747122","Lng 80.9267011","26.7747122,80.9267011","7MR2QWFG+VMP","ChIJRcPdWAD7mzkRo__LEa673gY"," ","https://www.google.com/maps/place/?q=place_id:ChIJRcPdWAD7mzkRo__LEa673gY","495039365354618787","https://www.google.com/search?kgmid=/g/11vqd5k7jn","/g/11vqd5k7jn","https://lh5.googleusercontent.com/p/AF1QipNz976mNt2xf6PkA02vUkzLvPHo0fmcjlXzXjez","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://krmangalamlucknow.com/&size=48"," ","https://www.facebook.com/profile.php?id=61567696937806#"," "," "," https://www.instagram.com/krmangalamworldschoollucknow/","https://www.youtube.com/@K.R.MangalamWorldSchoolLucknow","Give your children a chance at academic excellence and unmatched learning with K.R. Mangalam World School Lucknow, one of the best schools in Lucknow region.","schools in lucknow, best school in lucknow, cbse schools in lucknow, best cbse schools in lucknow, top schools in lucknow, top 10 schools in lucknow, top 5 schools in lucknow, top 20 schools in lucknow, top 10 cbse schools in lucknow, cbse board school in lucknow, top cbse schools in lucknow, list of cbse schools in lucknow, top ten school in lucknow, good schools in lucknow, best school in lucknow cbse board, best schools in lucknow cbse, private school in lucknow, best school in lucknow with fee structure, top 20 cbse schools in lucknow, best nursery school in lucknow, kr mangalam school admission","0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIMigH","Assistive hearing loop | Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet","Affiliated with CBSE ","On-site services",,,"Gender-neutral toilets","LGBTQ+ friendly"
"747","Schools in lucknow","Lucknow Public School Campus 2","A  behind Sardar Dental hospitals  Sector 2  Vrindavan Colony  Lucknow  Uttar Pradesh 226029","A","Lucknow","226029","behind Sardar Dental hospitals","Uttar Pradesh","IN","Asia/Calcutta","लखनऊ पब्लिक विद्यालय कैम्पस 2","07317701112","073177 01112",,,"https://thetoddlerstown.in/","thetoddlerstown.in","Preschool"," ","Yes","1","5","open","Wednesday, 8:30 am-3:30 pm; Thursday, 8:30 am-3:30 pm; Friday, 8:30 am-3:30 pm; Saturday, 8:30 am-3:30 pm; Sunday, 10 am-2:30 pm; Monday, 8:30 am-3:30 pm; Tuesday, 8:30 am-3:30 pm; ","8:30 am-3:30 pm","10 am-2:30 pm","8:30 am-3:30 pm","8:30 am-3:30 pm","8:30 am-3:30 pm","8:30 am-3:30 pm","8:30 am-3:30 pm","Lat 26.7665668","Lng 80.9506195","26.7665668,80.9506195","7MR2QX82+J6H","ChIJPVT2LoT7mzkROOzSehvacg8"," ","https://www.google.com/maps/place/?q=place_id:ChIJPVT2LoT7mzkROOzSehvacg8","1113191869473549368","https://www.google.com/search?kgmid=/g/11rk2017wj","/g/11rk2017wj","https://lh5.googleusercontent.com/p/AF1QipNtXcCG0P3gYEjykP5SSznEz7-d4OhnRA0n1M-O","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://thetoddlerstown.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJPVT2LoT7mzkROOzSehvacg8&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIWigI",,"Affiliated with CBSE ",,,,,
"748","Schools in lucknow","Baby Martin International School","Begariya Rd  Dubagga  Lucknow  Uttar Pradesh 226003","Begariya Rd","Lucknow","226003","Lucknow  Uttar Pradesh 226003","Uttar Pradesh","IN","Asia/Calcutta","बेबी मार्टिन इंटरनेशनल स्कूल","07985943718","079859 43718",,"bmisedu@gmail.com","https://babymartin.org/","babymartin.org","General education school"," ","Yes","0","0","open","Wednesday, 8 am-4 pm; Thursday, 8 am-4 pm; Friday, 8 am-4 pm; Saturday, 8 am-2 pm; Sunday, Closed; Monday, 8 am-4 pm; Tuesday, 8 am-4 pm; ","8 am-2 pm","Closed","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","Lat 26.873001499999997","Lng 80.85201959999999","26.873001499999997,80.85201959999999","7MR2VVF2+6R2","ChIJO-wT-tT_mzkR8RrFpxjnaVw"," ","https://www.google.com/maps/place/?q=place_id:ChIJO-wT-tT_mzkR8RrFpxjnaVw","6659107617123932913","https://www.google.com/search?kgmid=/g/1pp2tyzcm","/g/1pp2tyzcm","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICE9MW3Dw","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://babymartin.org/&size=48"," "," "," "," ",,,,,"0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIhAEoCQ","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"749","Schools in lucknow","Sacred Heart School","Rajiv Nagar  Telibagh  Lucknow  Uttar Pradesh 226002","Rajiv Nagar  Telibagh","Lucknow","226002","Lucknow  Uttar Pradesh 226002","Uttar Pradesh","IN","Asia/Calcutta","सेक्रेड हार्ट विद्यालय","09935590800","099355 90800",,"sacredheartschool1990@gmail.com","http://sacredheartschools.in/","sacredheartschools.in","Secondary school"," ","Yes","0","0","open","Wednesday, 8:30 am-3:30 pm; Thursday, 8:30 am-3:30 pm; Friday, 8:30 am-3:30 pm; Saturday, 8:30 am-3:30 pm; Sunday, Closed; Monday, 8:30 am-3:30 pm; Tuesday, 8:30 am-3:30 pm; ","8:30 am-3:30 pm","Closed","8:30 am-3:30 pm","8:30 am-3:30 pm","8:30 am-3:30 pm","8:30 am-3:30 pm","8:30 am-3:30 pm","Lat 26.7900527","Lng 80.9587183","26.7900527,80.9587183","7MR2QXR5+2FG","ChIJnwsUCGL7mzkRoTGq47RY-58"," ","https://www.google.com/maps/place/?q=place_id:ChIJnwsUCGL7mzkRoTGq47RY-58","11527905205121855905","https://www.google.com/search?kgmid=/g/1hc88b4t3","/g/1hc88b4t3","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC8gMiLigE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://sacredheartschools.in/&size=48"," ","https://www.facebook.com/p/Sacred-Heart-School-100063930309698"," "," ","https://www.instagram.com/sacredheartlucknow/","https://www.youtube.com/@sacredheartschoolrajivnaga8847",,,"0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIqQEoCg","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"750","Schools in lucknow","Tender Hearts School","B-138  Mahanagar  Lucknow  Uttar Pradesh 226006","B-138","Lucknow","226006","Lucknow  Uttar Pradesh 226006","Uttar Pradesh","IN","Asia/Calcutta","टैंडर हार्ट स्कूल"," ",,,,"http://tenderheartsschool.in/","tenderheartsschool.in","Elementary school"," ","No","0","0","open","Wednesday, 9 am-5 pm; Thursday, 9 am-5 pm; Friday, 9 am-5 pm; Saturday, 9 am-5 pm; Sunday, Closed; Monday, 9 am-5 pm; Tuesday, 9 am-5 pm; ","9 am-5 pm","Closed","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","9 am-5 pm","Lat 26.875257299999998","Lng 80.9556403","26.875257299999998,80.9556403","7MR2VXG4+472","ChIJCUASW2T9mzkR5X51cQe7ars"," ","https://www.google.com/maps/place/?q=place_id:ChIJCUASW2T9mzkR5X51cQe7ars","13504812073266544357","https://www.google.com/search?kgmid=/m/06w65dv","/m/06w65dv","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC4j-eS6gE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://tenderheartsschool.in/&size=48"," "," "," "," ",,,"THS Lucknow ranked as 6th Top School in Lucknow by Times Of India and Champion School by Dainik Jagran. Legacy of 40 years of excellence in academics & sports.",,"0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIzAEoCw","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"751","Schools in lucknow","Central Academy Eldeco Greens","Eldeco Greens  Gomti Nagar  Lucknow  Uttar Pradesh 226010","Eldeco Greens  Gomti Nagar","Lucknow","226010","Lucknow  Uttar Pradesh 226010","Uttar Pradesh","IN","Asia/Calcutta","सेंट्रल एकेडमी एल्डेको ग्रीन","05223558255","0522 355 8255"," "," ",,,"CBSE School","High school","Yes","0","0","open","Wednesday, 7 am-4 pm; Thursday, 7 am-4 pm; Friday, 7 am-4 pm; Saturday, 7 am-4 pm; Sunday, Closed; Monday, 7 am-4 pm; Tuesday, 7 am-4 pm; ","7 am-4 pm","Closed","7 am-4 pm","7 am-4 pm","7 am-4 pm","7 am-4 pm","7 am-4 pm","Lat 26.858908699999997","Lng 80.9726153","26.858908699999997,80.9726153","7MR2VX5F+H29","ChIJgU-kNjP9mzkRXnrBgQgD2kA"," ","https://www.google.com/maps/place/?q=place_id:ChIJgU-kNjP9mzkRXnrBgQgD2kA","4673050898421873246","https://www.google.com/search?kgmid=/g/11j47vn0vp","/g/11j47vn0vp","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID25936pwE"," "," "," "," "," "," "," "," "," ","0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcI7gEoDA","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"752","Schools in lucknow","Emma Thompson School","RWWP+Q8P  Cantonment Rd  Kaiserbagh Officer's Colony  Lalbagh  Lucknow  Uttar Pradesh 226001","RWWP+Q8P","Lucknow","226001","Cantonment Rd","Uttar Pradesh","IN","Asia/Calcutta","एम्मा थॉम्पसन स्कूल","05224002246","0522 400 2246",,"emmathompsonschool1979@gmail.com","https://www.emmathompsonschool.com/","emmathompsonschool.com","Girls' high school"," ","No","0","0","open","Wednesday, 8:15 am-1:45 am; Thursday, 8:15 am-1:45 am; Friday, 7:30 am-3 am; Saturday, 8:15-11:15 am; Sunday, 9:30-11:15 am; Monday, 8:15 am-11 pm; Tuesday, 8:15 am-1:45 pm; ","8:15-11:15 am","9:30-11:15 am","8:15 am-11 pm","8:15 am-1:45 pm","8:15 am-1:45 am","8:15 am-1:45 am","7:30 am-3 am","Lat 26.846968999999998","Lng 80.9358402","26.846968999999998,80.9358402","7MR2RWWP+Q8P","ChIJvzTdE6_9mzkRg5-UrIS_C6E"," ","https://www.google.com/maps/place/?q=place_id:ChIJvzTdE6_9mzkRg5-UrIS_C6E","11604579441402224515","https://www.google.com/search?kgmid=/g/1214fykw","/g/1214fykw","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID6i9GjwQE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.emmathompsonschool.com/&size=48"," ","https://www.facebook.com/etslko"," "," ",,,,,"0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIkAIoDQ","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CISCE ",,,,,
"753","Schools in lucknow","Rani Laxmi Bai Memorial School","Sector 10 Main Rd  Sector 14  Indira Nagar  Lucknow  Uttar Pradesh 226016","Sector 10 Main Rd","Lucknow","226016","Lucknow  Uttar Pradesh 226016","Uttar Pradesh","IN","Asia/Calcutta","रानी लक्ष्मी बाई मेमोरियल स्कूल","05222711388","0522 271 1388",,"ntandon1812@gmail.com","http://www.rlbschools.org/","rlbschools.org","CBSE School","School","Yes","0","0","open","Wednesday, 7:30 am-2:30 pm; Thursday, 7:30 am-2:30 pm; Friday, 7:30 am-2:30 pm; Saturday, 7:30 am-2:30 pm; Sunday, Closed; Monday, 7:30 am-2:30 pm; Tuesday, 7:30 am-2:30 pm; ","7:30 am-2:30 pm","Closed","7:30 am-2:30 pm","7:30 am-2:30 pm","7:30 am-2:30 pm","7:30 am-2:30 pm","7:30 am-2:30 pm","Lat 26.88939","Lng 80.9987479","26.88939,80.9987479","7MR2VXQX+QF5","ChIJw4TphQhYmTkRUX_hq4e-S1I"," ","https://www.google.com/maps/place/?q=place_id:ChIJw4TphQhYmTkRUX_hq4e-S1I","5930042824276934481","https://www.google.com/search?kgmid=/m/02rpn1t","/m/02rpn1t","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDu0ILgqQE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.rlbschools.org/&size=48"," ","https://www.facebook.com/RLBSchools/?ref=br_rs"," "," ",,,"Rani Laxmi Bai Memorial School is a renowned name in the sector of Primary Education in Lucknow, India. It was started in 1979 by founder-manager Jaipal Singh. The school has 19 branches around the city with academic results have been not only 100% in CBSE and UP Board Examinations, but also score of 100% in Maths, Science, Social Science, Accountancy & Business Studies, and 95% and above in other individual subjects and aggregate have become a tradition.",,"0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIuAIoDg","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"754","Schools in lucknow","Utkarsh International School","Utkarsh Vihar Colony  Satrikh Rd  Ashraf Vihar Colony  Chinhat  Lucknow  Uttar Pradesh 226028","Utkarsh Vihar Colony","Lucknow","226028","Satrikh Rd","Uttar Pradesh","IN","Asia/Calcutta","उत्कर्ष इंटरनेशनल विद्यालय","07753863613","077538 63613",,"uspslucknow2@gmail.com","https://utkarshinternationalschool.com/","utkarshinternationalschool.com","CBSE School","School","Yes","0","0","open","Wednesday, 9 am-5:30 pm; Thursday, 9 am-5:30 pm; Friday, 9 am-5:30 pm; Saturday, 9 am-5:30 pm; Sunday, Closed; Monday, 9 am-5:30 pm; Tuesday, 9 am-5:30 pm; ","9 am-5:30 pm","Closed","9 am-5:30 pm","9 am-5:30 pm","9 am-5:30 pm","9 am-5:30 pm","9 am-5:30 pm","Lat 26.8713224","Lng 81.0424239","26.8713224,81.0424239","7MR3V2CR+GXF","ChIJ-9u4yOHjmzkRQF9DGMU_SRA"," ","https://www.google.com/maps/place/?q=place_id:ChIJ-9u4yOHjmzkRQF9DGMU_SRA","1173539293654900544","https://www.google.com/search?kgmid=/g/11qvcbtcc6","/g/11qvcbtcc6","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDRvuzIiQE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://utkarshinternationalschool.com/&size=48"," "," "," "," ",,,"Get the best facility for your child grooming with updated curriculum 2023. Admissions Open! CBSE Affiliated",,"0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcI3QIoDw","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"755","Schools in lucknow","Loyola International School","Metro Station  Faizabad Rd  near Badshahnagar  Badshahnagar  Mahanagar  Lucknow  Uttar Pradesh 226006","Metro Station","Lucknow","226006","Faizabad Rd","Uttar Pradesh","IN","Asia/Calcutta","लोयोला इंटरनेशनल स्कूल","09415520273","094155 20273",,,"https://www.loyolainternationalschool.com/","loyolainternationalschool.com","General education school"," ","Yes","0","0","open","Wednesday, 8 am-3 pm; Thursday, 8 am-3 pm; Friday, 8 am-3 pm; Saturday, 8 am-3 pm; Sunday, Closed; Monday, 8 am-2 pm; Tuesday, 8 am-3 pm; ","8 am-3 pm","Closed","8 am-2 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","Lat 26.870915999999998","Lng 80.9615259","26.870915999999998,80.9615259","7MR2VXC6+9J6","ChIJnV83WWj9mzkRXKJtM1IEcms"," ","https://www.google.com/maps/place/?q=place_id:ChIJnV83WWj9mzkRXKJtM1IEcms","7742255460499956316","https://www.google.com/search?kgmid=/g/11crzw1df7","/g/11crzw1df7","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIChlKf8gQE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.loyolainternationalschool.com/&size=48"," ","https://www.facebook.com/loyolainternationalschoollucknow/","https://in.linkedin.com/","https://twitter.com/","https://www.instagram.com/loyola_international_school/?igshid=ujb4w9p2j8bv","https://www.youtube.com/channel/UC7tIHUcNUK-jJJnuPp8i2xA","Loyola International School, Mahanagar, Lucknow",,"0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIhAMoEA","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"756","Schools in lucknow","Arunoday Public School","Faizabad Rd  Chinhat  Gomti Nagar  Lucknow  Uttar Pradesh 227105","Faizabad Rd","Lucknow","227105","Lucknow  Uttar Pradesh 227105","Uttar Pradesh","IN","Asia/Calcutta","अरुणोदय पब्लिक विद्यालय","09451905077","094519 05077"," "," ",,,"General education school"," ","Yes","0","0","open","Wednesday, 8 am-8 pm; Thursday, 8 am-8 pm; Friday, 8 am-8 pm; Saturday, 8 am-8 pm; Sunday, Closed; Monday, 8 am-8 pm; Tuesday, 8 am-8 pm; ","8 am-8 pm","Closed","8 am-8 pm","8 am-8 pm","8 am-8 pm","8 am-8 pm","8 am-8 pm","Lat 26.8772064","Lng 81.03296189999999","26.8772064,81.03296189999999","7MR3V2GM+V5P","ChIJPVAlN33imzkRVJNWXwJL_w8"," ","https://www.google.com/maps/place/?q=place_id:ChIJPVAlN33imzkRVJNWXwJL_w8","1152722503191663444","https://www.google.com/search?kgmid=/g/1pp2vmgq2","/g/1pp2vmgq2","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICRnLWY9wE"," "," "," "," "," "," "," "," "," ","0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIqwMoEQ","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,,,,
"757","Schools in lucknow","UP Sainik School","QV28+H2C  Kanpur - Lucknow Rd  Sarojini Nagar  Lucknow  Uttar Pradesh 226008","QV28+H2C","Lucknow","226008","Kanpur - Lucknow Rd","Uttar Pradesh","IN","Asia/Calcutta","उत्तर प्रदेश सैनिक स्कूल","07052777783","070527 77783",,"upsainikschool08657@gmail.com","https://www.upsainikschool.org/","upsainikschool.org","CBSE School","School","No","0","0","open","Wednesday, 9 am-2 pm; Thursday, 9 am-2 pm; Friday, 9 am-2 pm; Saturday, Closed; Sunday, Closed; Monday, 9 am-2 pm; Tuesday, 9 am-2 pm; ","Closed","Closed","9 am-2 pm","9 am-2 pm","9 am-2 pm","9 am-2 pm","9 am-2 pm","Lat 26.7514415","Lng 80.8650174","26.7514415,80.8650174","7MR2QV28+H2C","ChIJ0yVMxRr5mzkRCR5Rxa7gC-s"," ","https://www.google.com/maps/place/?q=place_id:ChIJ0yVMxRr5mzkRCR5Rxa7gC-s","16936877864896241161","https://www.google.com/search?kgmid=/m/02qxr3_","/m/02qxr3_","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIC8g7CWHA","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.upsainikschool.org/&size=48"," "," "," "," ",,,,,"0ahUKEwjEtIGv5NKOAxWj2DgGHem-OggQ8BcIzwMoEg","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
